"TAZ_NG","TAZ_TRM_6.2","County","ATYPE","HH","HH_POP","MEANINC","Stud_GQ","Other_NonInst_GQ","Inst_GQ","Total_POP","StudGQ_NCSU","StudGQ_UNC","StudGQ_DUKE","StudGQ_NCCU","BuildingS_NCSU","BuildingS_UNC","BuildingS_DUKE","BuildingS_NCCU","Industry","Office","Service_RateLow","Service_RateHigh","Retail","IndOff_EarnLow","IndOff_EarnHigh","Service_EarnLow","Service_EarnHigh","Retail_EarnLow","Retail_EarnHigh","ADT","PCTCV","PCTAUTOEE","PCTCVEE","ZONEAREA","SHORTWALKA","LONGWALKAM","SHORTWALKO","LONGWALKOP","DISTGROUP","EXTERNAL","District","AVEBLOCK_P","AVEBLOCK_A","RoadwayLen","NMPathLen","ENROLLMENT","PASA","PrkRestrict","PASAYear","PrkCosW1","PrkCosW2","PrkCosW3","PrkCosO1","PrkCosO2","PrkCosO3","PrkCosU1","PrkCosU2","PrkCosU3","Campus","Campus_NCSU","Campus_UNC","Campus_DUKE","Campus_NCCU","In_ShortWalk_NCSU","In_ShortWalk_UNC","In_ShortWalk_DUKE","In_ShortWalk_NCCU","Housing_NCSU","Housing_UNC","Housing_DUKE","Housing_NCCU","NCSU_OFF","UNC_OFF","DUKE_OFF","NCCU_OFF","TOT_Area1","TOT_POP1","TOT_EMP1","EmpDen1","Density1","TRM_6.2_Fill","lehd_emp"
50,50,"Chatham",4,174,465,76933,0,0,0,465,0,0,0,0,0,0,0,0,47,29,24,0,0,30.4494,45.5506,18.9402,5.05978,0.00,0.00,0,0.0000,0.0000,0.0000,10.6395,0.0000,0.0000,0.0000,0.0000,0.0000,0,21,0.0000,5.31945,0.00,0.013851,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.836936,2.74139,0.084452,0.090527,0.781314,34,7,8.95927,60.4624,,104
51,51,"Chatham",4,42,99,76933,0,0,0,99,0,0,0,0,0,0,0,0,5,5,2,0,0,6.28676,3.71324,2,0.00,0.00,0.00,0,0.0000,0.0000,0.0000,6.62519,0.0000,0.0000,0.0000,0.0000,0.0000,0,21,0.0000,6.62336,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.053126,0.044743,0.001,0.000598,0.781308,11,1,1.27991,16.4998,,0
52,52,"Chatham",4,41,117,76933,0,0,0,117,0,0,0,0,0,0,0,0,2,8,0,0,0,9.15011,0.849885,0.00,0.00,0.00,0.00,0,0.0000,0.0000,0.0000,7.6561,0.0000,0.0000,0.0000,0.0000,0.0000,0,21,0.0000,2.55197,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.073072,0.058892,0.001375,0.000823,0.75339,11,0,0.000,14.6007,,10
53,53,"Chatham",4,147,323,64754,0,0,0,323,0,0,0,0,0,0,0,0,22,36,21,12,9,52.5085,5.4915,27.2267,5.77327,9,0.00,0,0.0000,0.0000,0.0000,2.50843,0.0000,0.0000,0.0000,0.0000,0.0000,0,21,0.0000,0.358347,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.386403,0.63261,0.017881,0.004352,0.772681,99,30,38.8259,201.562,,78
54,54,"Chatham",4,63,164,64754,0,0,0,164,0,0,0,0,0,0,0,0,4,14,6,0,0,16.2857,1.71429,6,0.00,0.00,0.00,0,0.0000,0.0000,0.0000,4.2085,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,2.1038,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.075734,0.745137,0.008266,0.008861,0.741528,28,4,5.39427,47.9628,,20
55,55,"Chatham",4,120,316,64754,0,0,0,316,0,0,0,0,0,0,0,0,25,56,6,0,0,59.5154,21.4846,6,0.00,0.00,0.00,0,0.0000,0.0000,0.0000,1.75926,0.0000,0.0000,0.0000,0.0000,0.0000,0,21,0.0000,0.251223,0.00,0.00,290,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.371533,0.608214,0.017193,0.004184,0.781352,137,37,47.3538,264.904,,13
56,56,"Chatham",4,149,320,62383,0,0,0,320,0,0,0,0,0,0,0,0,11,121,16,0,0,110.793,21.2066,13.6093,2.39066,0.00,0.00,0,0.0000,0.0000,0.0000,2.79851,0.4722,3.1448,0.0000,0.0000,0.0000,0,8,0.0000,0.559196,0.00,0.00,1311,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.089111,7.91847,0.324073,0.107782,0.781368,86,40,51.1923,206.891,,62
57,57,"Chatham",3,744,1516,62354,0,3,86,1605,0,0,0,0,0,0,0,0,17,67,325,84,77,41.7328,42.2672,253.42,155.58,74.6563,2.34375,0,0.0000,0.0000,0.0000,1.84208,3.8893,10.0835,0.0000,0.0000,0.0000,0,8,0.0000,0.063294,0.00,2.22483,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.471817,25.1248,0.925474,0.305005,0.78135,567,219,280.284,1255.809,,298
58,58,"Chatham",4,103,220,62352,0,0,0,220,0,0,0,0,0,0,0,0,25,3,5,15,5,23.9147,4.08533,19.0233,0.976744,3.27586,1.72414,0,0.0000,0.0000,0.0000,2.36212,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,2.36119,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.040515,2.09759,0.065965,0.022854,0.781375,72,17,21.7565,133.297,,12
59,59,"Chatham",4,103,218,62352,0,0,0,218,0,0,0,0,0,0,0,0,1,4,36,0,4,4.30612,0.693878,30.9803,5.01968,2.62069,1.37931,0,0.0000,0.0000,0.0000,1.15035,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,0.574714,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.041432,2.13651,0.067458,0.023371,0.781364,145,29,37.1146,255.773,,19
60,60,"Chatham",4,53,124,62352,0,0,0,124,0,0,0,0,0,0,0,0,7,6,2,0,5,13,0.00,2,0.00,4.31034,0.689655,0,0.0000,0.0000,0.0000,1.37234,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,0.685953,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.022213,1.15131,0.036166,0.01253,0.781357,70,11,14.0781,116.216,,12
61,61,"Chatham",4,36,88,62352,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0000,0.0000,0.0000,0.749278,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,0.748553,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.017833,0.915223,0.029034,0.010059,0.781376,80,1,1.27979,104.804,,0
62,62,"Chatham",4,75,188,85167,0,14,78,280,0,0,0,0,0,0,0,0,5,55,80,0,40,29.2444,30.7556,61.0096,18.9904,36.5517,3.44828,0,0.0000,0.0000,0.0000,1.77631,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,0.295774,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0827,1.25002,0.02129,0.022822,0.781351,77,73,93.4279,275.261,,149
63,63,"Chatham",4,38,84,85029,0,0,0,84,0,0,0,0,0,0,0,0,2,0,13,0,39,2,0.00,8.07246,4.92754,38.6552,0.344828,0,0.0000,0.0000,0.0000,1.5003,2.9319,4.5087,0.0000,0.0000,0.0000,0,8,0.0000,0.299799,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.024356,1.67457,0.067381,0.022365,0.781384,38,24,30.7147,106.727,,0
64,64,"Chatham",4,80,190,85147,0,0,0,190,0,0,0,0,0,0,0,0,0,6,5,0,12,5.81818,0.181818,5,0.00,12,0.00,0,0.0000,0.0000,0.0000,2.28628,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,0.38045,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.079459,5.86875,0.272278,0.094332,0.781395,64,7,8.95834,98.849,,43
65,65,"Chatham",3,445,1037,84968,0,0,0,1037,0,0,0,0,0,0,0,0,53,41,193,31,416,61.9765,32.0235,131.199,92.8007,396.678,19.3215,0,0.0000,0.0000,0.0000,1.30121,5.1206,10.7433,0.0000,0.0000,0.0000,0,8,0.0000,0.072225,0.00,2.32909,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.376126,12.7754,0.460801,0.119914,0.781372,504,349,446.650,1489.834,,799
66,66,"Chatham",4,63,153,85155,0,18,0,171,0,0,0,0,0,0,0,0,2,0,73,3,0,2,0.00,64.9302,11.0698,0.00,0.00,0,0.0000,0.0000,0.0000,4.7094,0.002,2.2415,0.0000,0.0000,0.0000,0,8,0.0000,2.3547,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.076351,2.31131,0.086548,0.024024,0.781367,25,12,15.3577,61.0435,,33
67,67,"Chatham",4,398,891,85151,0,0,0,891,0,0,0,0,0,0,0,0,6,26,12,0,5,20.3235,11.6765,9.09091,2.90909,0.00,5,0,0.0000,0.0000,0.0000,4.338,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,0.542174,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.394047,17.2023,0.665211,0.230466,0.781391,159,8,10.2382,222.848,,45
68,68,"Chatham",4,98,220,85151,0,0,0,220,0,0,0,0,0,0,0,0,0,8,4,0,3,7.27273,0.727273,1,3,0.00,3,0,0.0000,0.0000,0.0000,1.59232,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,1.592,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.182583,3.53518,0.131707,0.050385,0.781363,116,7,8.95871,165.403,,11
69,69,"Chatham",4,52,124,102081,0,0,0,124,0,0,0,0,0,0,0,0,5,0,0,0,0,1.53061,3.46939,0.00,0.00,0.00,0.00,0,0.0000,0.0000,0.0000,0.798226,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,0.266076,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.046536,0.704078,0.01198,0.012842,0.781371,116,11,14.0778,175.084,,8
70,70,"Chatham",3,359,908,102081,0,0,131,1039,0,0,0,0,0,0,0,0,68,109,614,136,180,132.731,44.2694,639.148,110.852,171.385,8.61538,0,0.0000,0.0000,0.0000,1.37321,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,0.105558,0.00,3.2125,376,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.241773,6.50427,0.209383,0.066719,0.781367,485,589,753.807,2046.493,,1233
71,71,"Chatham",3,277,616,64845,0,0,47,663,0,0,0,0,0,0,0,0,42,295,91,36,77,278.893,58.1069,103.143,23.857,73.8462,3.15385,0,0.0000,0.0000,0.0000,0.990689,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,0.065769,0.00,2.16432,501,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.196096,6.65928,0.217415,0.054114,0.781361,451,399,510.648,1543.061,,693
72,72,"Chatham",4,165,360,64809,0,0,0,360,0,0,0,0,0,0,0,0,0,9,7,0,2,5.74193,3.25807,7,0.00,2,0.00,0,0.0000,0.0000,0.0000,4.01481,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,1.33788,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.041479,2.69884,0.060428,0.020936,0.781359,70,3,3.83946,96.8496,,15
73,73,"Chatham",4,359,897,64802,0,0,0,897,0,0,0,0,0,0,0,0,3,16,29,7,3,9.78933,9.21067,29.4613,6.53874,3,0.00,0,0.0000,0.0000,0.0000,12.9583,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,1.85113,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.086364,5.53265,0.123878,0.030833,0.781338,54,3,3.83957,76.3745,,17
74,74,"Chatham",4,65,191,102081,0,0,0,191,0,0,0,0,0,0,0,0,10,9,5,5,1,13.449,5.55102,5,5,0.896552,0.103448,0,0.0000,0.0000,0.0000,3.74239,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,0.748191,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.030257,0.975857,0.030424,0.007573,0.781353,39,6,7.67899,64.4378,,24
75,75,"Chatham",4,196,488,94968,0,0,0,488,0,0,0,0,0,0,0,0,16,34,11,2,2,27.3235,22.6765,8.7931,4.2069,1.7931,0.206897,0,0.0000,0.0000,0.0000,10.3902,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,2.59735,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.120434,2.39021,0.026516,0.028423,0.781352,36,4,5.11933,55.7569,,49
76,76,"Chatham",4,58,129,102081,0,0,0,129,0,0,0,0,0,0,0,0,0,3,7,0,2,3,0.00,7,0.00,1.7931,0.206897,0,0.0000,0.0000,0.0000,3.33051,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,1.66388,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.059207,0.937328,0.015242,0.016339,0.781342,30,2,2.5597,43.237,,32
77,77,"Chatham",4,200,534,102138,0,0,0,534,0,0,0,0,0,0,0,0,12,39,12,0,2,29.6695,21.3305,8.69003,3.30997,1.7931,0.206897,0,0.0000,0.0000,0.0000,7.77199,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,0.485243,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.436024,4.77632,0.11225,0.120324,0.78135,53,6,7.67902,82.3558,,70
78,78,"Durham",3,179,282,143354,0,0,0,282,0,0,0,0,0,0,0,0,2,145,11,82,0,78.4337,68.5663,41.1244,51.8756,0.00,0.00,0,0.0000,0.0000,0.0000,0.166771,0.0000,30.9790,0.0000,0.0000,0.0000,0,15,0.0000,0.082469,0.00,2.82057,515,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.358098,18.229,1.70143,0.817679,0.781455,1183,589,753.723,2939.469,,0
79,79,"Durham",3,793,1427,81195,0,0,0,1427,0,0,0,0,0,0,0,0,0,8,19,0,4,4.68966,3.31034,3.58621,15.4138,4,0.00,0,0.0000,0.0000,0.0000,0.126089,0.6061,35.3307,0.0000,0.0000,0.0000,0,7,0.0000,0.041505,0.00,0.769873,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.08094,141.066,17.9119,8.70406,0.781448,2255,184,235.460,3331.028,,19
80,80,"Durham",3,175,395,151869,0,0,0,395,0,0,0,0,0,0,0,0,1,3,14,0,4,0.00,4,4,10,2.66667,1.33333,0,0.0000,0.0000,0.0000,0.503711,0.0000,0.0000,0.0000,0.0000,0.0000,0,7,0.0000,0.502678,0.00,0.309065,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.538243,19.9446,2.46105,1.21318,0.78145,958,90,115.171,1443.766,,0
81,81,"Durham",2,0,0,92111,0,0,0,0,0,0,0,0,0,0,0,0,195,427,49,10,8,158.732,463.268,24.7265,34.2735,4.18182,3.81818,0,0.0000,0.0000,0.0000,0.211724,60.7609,39.2391,0.0000,0.0000,0.0000,0,37,0.0000,0.10576,0.00,0.222191,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.781412,47,2864,3665.160,6992.597,,1321
82,82,"Durham",2,394,915,92111,0,0,0,915,0,0,0,0,0,0,0,0,55,39,14,0,0,36.9447,57.0553,6.27341,7.72659,0.00,0.00,0,0.0000,0.0000,0.0000,0.084192,35.4090,64.5910,0.0000,0.0000,0.0000,0,37,0.0000,0.016545,0.00,1.47102,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,5.96767,12.3078,6.50189,5.46577,0.781418,2157,1836,2349.575,7204.459,,3
83,83,"Durham",2,0,0,92111,0,0,0,0,0,0,0,0,0,0,0,0,0,236,327,180,28,57.1346,178.865,269.582,237.418,14.6364,13.3636,0,0.0000,0.0000,0.0000,0.134227,57.3011,42.6989,0.0000,0.0000,0.0000,0,37,0.0000,0.043801,0.00,0.683496,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.781435,808,4953,6338.335,13022.611,,80
84,84,"Durham",2,292,533,92111,0,6,0,539,0,0,0,0,0,0,0,0,17,17,57,79,66,8.15114,25.8489,55.2832,80.7168,60.7146,5.28537,0,0.0000,0.0000,0.0000,0.055825,57.6837,42.3163,0.0000,0.0000,0.0000,0,37,0.0000,0.055394,0.00,0.303028,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,5.67511,10.2325,4.7992,4.00179,0.781402,873,4606,5894.535,12266.416,,285
85,85,"Durham",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,225,0,0,0,82.7857,179.214,0.00,0.00,0.00,0.00,0,0.0000,0.0000,0.0000,0.088514,31.7822,68.2178,0.0000,0.0000,0.0000,0,37,0.0000,0.086147,0.00,0.253853,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.781434,1,2936,3757.194,7107.808,,0
86,86,"Durham",1,657,1114,39869,0,0,0,1114,0,0,0,0,0,0,0,0,16,16,302,0,310,14.1236,17.8764,105.343,196.657,310,0.00,0,0.0000,0.0000,0.0000,0.03559,100.0000,0.0000,0.0000,0.0000,0.0000,0,16,0.0000,0.035386,0.00,0.433709,0,2,2,2013,267,133,89,200,100,67,74,37,25,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2.63064,41.2912,98.3232,25.1415,0.781515,5986,16771,21459.590,48249.129,,326
87,87,"Durham",2,258,625,52174,0,0,0,625,0,0,0,0,0,0,0,0,25,52,96,0,17,47.5765,29.4235,38,58,4.36364,12.6364,0,0.0000,0.0000,0.0000,0.138345,99.8202,0.1798,0.0000,0.0000,0.0000,0,10,0.0000,0.011527,0.00,1.01865,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.55105,11.9414,23.7594,13.8699,0.781493,2520,614,785.676,4710.661,,127
88,88,"Durham",3,44,140,52375,0,4,0,144,0,0,0,0,0,0,0,0,80,45,87,20,194,62.048,62.952,99.6541,7.34595,175.297,18.7027,0,0.0000,0.0000,0.0000,0.448604,63.6025,30.8800,0.0000,0.0000,0.0000,0,10,0.0000,0.08948,0.00,1.39135,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.401493,2.89422,5.52171,3.43397,0.781517,932,607,776.695,2661.630,,495
89,89,"Durham",3,51,121,52377,0,0,0,121,0,0,0,0,0,0,0,0,0,0,13,7,27,0.00,0.00,10.9167,9.08333,17,10,0,0.0000,0.0000,0.0000,0.031018,100.0000,0.0000,0.0000,0.0000,0.0000,0,10,0.0000,0.01034,0.00,0.360715,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.332886,2.57071,4.91009,2.9164,0.781516,1849,525,671.771,3636.531,,52
90,90,"Durham",2,204,462,52377,0,12,0,474,0,0,0,0,0,0,0,0,0,14,22,0,15,9.2,4.8,22,0.00,7.30769,7.69231,0,0.0000,0.0000,0.0000,0.112205,99.1280,0.872,0.0000,0.0000,0.0000,0,10,0.0000,0.010149,0.00,0.640632,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.11529,8.62177,16.75,10.0319,0.781498,2315,594,760.079,4399.907,,23
91,91,"Durham",2,357,1008,50421,0,2,15,1025,0,0,0,0,0,0,0,0,112,87,35,11,31,145.091,53.9091,37.3846,8.61538,25.3098,5.69024,0,0.0000,0.0000,0.0000,0.342606,86.0842,13.9158,0.0000,0.0000,0.0000,0,10,0.0000,0.04889,0.00,1.65193,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.91715,15.5253,30.6699,18.3406,0.781481,2463,562,719.148,4511.938,,150
92,92,"Durham",3,275,775,50421,0,0,6,781,0,0,0,0,0,0,0,0,52,27,20,0,0,47.4,31.6,14.4,5.6,0.00,0.00,0,0.0000,0.0000,0.0000,0.228666,76.5048,23.4952,0.0000,0.0000,0.0000,0,10,0.0000,0.01902,0.00,0.71945,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.81605,14.1652,27.5669,16.5425,0.781487,1886,491,628.289,3601.721,,37
93,93,"Durham",2,42,111,66532,0,0,188,299,0,0,0,0,0,0,0,0,2,48,2590,0,36,28.404,21.596,1301.00,1289.00,18,18,0,0.0000,0.0000,0.0000,0.194911,81.8072,18.1928,0.0000,0.0000,0.0000,0,10,0.0000,0.038881,0.00,1.37504,292,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.16262,1.85893,3.62224,1.66685,0.781523,1503,4066,5202.661,11763.719,,2340
94,94,"Durham",2,198,436,65947,0,0,0,436,0,0,0,0,0,0,0,0,58,66,147,36,35,81.5549,42.4451,89.0287,93.9713,20.2,14.8,0,0.0000,0.0000,0.0000,0.28014,42.6882,55.3906,0.0000,0.0000,0.0000,0,10,0.0000,0.069859,0.00,0.607167,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.669135,7.57597,14.7116,7.00099,0.781499,1769,2655,3397.316,8689.436,,351
95,95,"Durham",2,331,629,58038,0,0,0,629,0,0,0,0,0,0,0,0,0,4,103,0,3,2.63636,1.36364,60.0909,42.9091,0.00,3,0,0.0000,0.0000,0.0000,0.215891,22.8144,62.3956,0.0000,0.0000,0.0000,0,10,0.0000,0.014391,0.00,0.815904,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.38999,10.8491,23.906,12.573,0.781501,2229,653,835.572,4432.644,,2
96,96,"Durham",3,34,79,45825,0,0,0,79,0,0,0,0,0,0,0,0,0,38,12,0,0,21.478,16.522,0.00,12,0.00,0.00,0,0.0000,0.0000,0.0000,0.064743,62.0038,37.9962,0.0000,0.0000,0.0000,0,10,0.0000,0.064473,0.00,0.435287,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.223957,1.73598,3.39777,1.97113,0.7815,2078,462,591.171,3777.159,,13
97,97,"Durham",2,79,185,47599,0,0,0,185,0,0,0,0,0,0,0,0,0,82,6,10,10,16.1778,65.8222,8.8697,7.1303,2.04082,7.95918,0,0.0000,0.0000,0.0000,0.118733,1.6721,78.4840,0.0000,0.0000,0.0000,0,10,0.0000,0.039552,0.00,0.405222,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.390165,4.27378,8.2507,3.76074,0.781506,2486,834,1067.170,5199.532,,5
98,98,"Durham",2,188,426,45519,0,0,0,426,0,0,0,0,0,0,0,0,0,94,7,0,2,70.0256,23.9744,5.5812,1.4188,0.408163,1.59184,0,0.0000,0.0000,0.0000,0.160134,0.7688,98.9048,0.0000,0.0000,0.0000,0,10,0.0000,0.015944,0.00,1.96267,492,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.964543,10.4504,20.1339,9.17417,0.7815,2024,1018,1302.623,5053.732,,6
