taz,airport_productions,lng,lat,TAZ_TRM_6.2,County,ATYPE,HH,HH_POP,MEANINC,Stud_GQ,Other_NonInst_GQ,Inst_GQ,Total_POP,StudGQ_NCSU,StudGQ_UNC,StudGQ_DUKE,StudGQ_NCCU,BuildingS_NCSU,BuildingS_UNC,BuildingS_DUKE,BuildingS_NCCU,Industry,Office,Service_RateLow,Service_RateHigh,Retail,IndOff_EarnLow,IndOff_EarnHigh,Service_EarnLow,Service_EarnHigh,Retail_EarnLow,Retail_EarnHigh,ADT,PCTCV,PCTAUTOEE,PCTCVEE,ZONEAREA,SHORTWALKA,LONGWALKAM,SHORTWALKO,LONGWALKOP,DISTGROUP,EXTERNAL,District,AVEBLOCK_P,AVEBLOCK_A,RoadwayLen,NMPathLen,ENROLLMENT,PASA,PrkRestrict,PASAYear,PrkCosW1,PrkCosW2,PrkCosW3,PrkCosO1,PrkCosO2,PrkCosO3,PrkCosU1,PrkCosU2,PrkCosU3,Campus,Campus_NCSU,Campus_UNC,Campus_DUKE,Campus_NCCU,In_ShortWalk_NCSU,In_ShortWalk_UNC,In_ShortWalk_DUKE,In_ShortWalk_NCCU,Housing_NCSU,Housing_UNC,Housing_DUKE,Housing_NCCU,NCSU_OFF,UNC_OFF,DUKE_OFF,NCCU_OFF,TOT_Area1,TOT_POP1,TOT_EMP1,EmpDen1,Density1,TRM_6.2_Fill,lehd_emp,Pct_Worker,PctHighEarn,employment,workers,high_earners,observed_productions,estimated_productions
364,0,-78.92086578076446,36.0340501146079,364,Durham,2,266,669,55835,0,0,0,669,0,0,0,0,0,0,0,0,22,91,310,37,605,53.7069,59.2931,245.39,101.61,523.019,81.9815,0,0,0,0,0.593316,50.727,35.8843,0,0,0,0,10,0,0.098822,0,1.61024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996813,17.1902,33.0436,10.5937,0.7815,1188,1474,1886.115,5087.637,NA,1123,44,10,1065,294.36,29.436000000000003,0,45.10043162138915
375,0,-78.98295513261895,36.03412749014159,375,Durham,3,101,220,80482,0,0,0,220,0,0,0,0,0,0,0,0,2,21,9,8,29,16.4829,6.51708,14.5976,2.40245,24.52,4.48,0,0,0,0,0.1624,70.3085,29.6915,0,0,0,0,15,0,0.023107,0,0.264351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177417,5.39492,7.42135,2.17878,0.7815,744,504,644.914,2171.835,NA,139,45,25,69,99,24.75,0,6.411687452085537
376,2,-78.95776478623755,36.0264531129243,376,Durham,2,5,7,71550,0,0,0,7,0,0,0,0,0,0,0,0,44,120,22,183,171,148.475,15.525,187.809,17.1907,162.281,8.71942,0,0,0,0,0.134049,75.9689,24.0311,0,0,0,0,15,0,0.066301,0,0.309653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010078,0.201785,0.36395,0.107764,0.781507,1366,1157,1480.474,4548.142,NA,373,45,10,540,3.15,0.315,3.2254596279969894,32.036406715279334
379,0,-78.96892536740225,36.030998225593386,379,Durham,2,1,2,80482,0,0,0,2,0,0,0,0,0,0,0,0,441,87,166,13,6,357.864,170.136,135.604,43.3962,3.60828,2.39172,0,0,0,0,0.180403,57.0014,42.9986,0,0,0,0,15,0,0.090039,0,0.927289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002052,0.043785,0.079499,0.023536,0.781484,1180,1136,1453.645,4259.44,NA,663,45,57,713,0.9,0.513,0,25.400351862724072
390,0,-78.89593031829078,36.04636610453034,390,Durham,2,381,706,30927,0,0,123,829,0,0,0,0,0,0,0,0,31,511,2022,127,335,254.491,287.509,1131.59,1017.41,275.849,59.1509,0,0,0,0,0.43429,98.9612,1.0388,0,0,0,0,10,0,0.048035,0,5.64887,1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2393,12.8339,27.0658,12.5495,0.781542,1694,3769,4822.52,11289.046,NA,2127,41,37,3026,289.46,107.10019999999999,0,53.31431767829803
398,4,-78.92675958091664,36.06615596875887,398,Durham,3,210,522,56088,0,0,208,730,0,0,0,0,0,0,0,0,154,55,23,17,99,52.6,156.4,40,0,99,0,0,0,0,0,0.506299,19.0978,34.3794,0,0,0,0,10,0,0.125752,0,1.67579,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409726,8.18017,16.537,5.21762,0.781521,886,431,551.489,2176.799,NA,267,57,28,348,297.53999999999996,83.3112,6.450919255993979,24.034977772336806
432,3,-78.78274395738575,35.99228824089528,432,Durham,4,20,48,60698,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,1.09745,0,0,0,0,0,0,12,0,1.09547,0,0.09772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089116,0.37997,0.47491,0.397411,0.781496,50,16,20.4736,102.705,NA,25,46,23,18,22.080000000000002,5.0784,4.838189441995484,2.8679156936464167
433,0,-78.79365659878385,35.99253613774009,433,Durham,4,65,155,60698,0,0,0,155,0,0,0,0,0,0,0,0,12,13,3,0,12,6.7234,18.2766,2.5,0.5,12,0,0,0,0,0,1.13518,0,0,0,0,0,0,12,0,1.13364,0,0.374683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287261,1.22481,1.53196,1.28202,0.781493,176,29,37.1084,295.398,NA,46,46,54,40,71.3,38.502,0,6.184581346329964
436,26,-78.80602901110458,35.98212655021012,436,Durham,3,438,1127,94269,0,0,0,1127,0,0,0,0,0,0,0,0,26,48,61,12,31,25.8936,48.1064,22.1818,50.8182,21,10,0,0,0,0,0.647092,9.0167,13.8763,0,0,0,0,14,0,0.129121,0,2.7522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0419,6.41397,12.6576,10.2624,0.78147,1536,194,248.25,2435.078,NA,82,53,17,178,597.3100000000001,101.54270000000001,41.93097516396086,15.069405179496801
437,23,-78.80899809011974,35.9914271592953,437,Durham,3,808,2312,94269,0,13,1,2326,0,0,0,0,0,0,0,0,21,61,31,8,5,20.234,61.766,8.36364,30.6364,2.67021,2.32979,0,0,0,0,0.757575,25.0055,31.562,0,0,0,0,14,0,0.050347,0,0.911297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2628,13.3527,26.7964,20.9311,0.781484,2097,130,166.35,2998,NA,12,53,12,126,1225.3600000000001,147.0432,37.09278572196538,17.10338426162687
442,3,-78.83165529694442,35.97460696712512,442,Durham,3,443,1093,57209,0,0,0,1093,0,0,0,0,0,0,0,0,29,34,21,0,4,29.7109,33.2891,16.9149,4.08511,2.76596,1.23404,0,0,0,0,0.499799,12.8265,33.6935,0,0,0,0,14,0,0.062463,0,0.045384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0947,12.3785,23.0057,17.9938,0.781491,1870,173,221.372,2811.575,NA,16,53,12,88,579.2900000000001,69.51480000000001,4.838189441995484,9.585311308538373
444,62,-78.84196936186777,35.949613139285965,444,Durham,3,176,463,65660,0,12,0,475,0,0,0,0,0,0,0,0,56,65,67,24,202,77.304,43.696,79.5333,11.4667,202,0,0,0,0,0,0.34737,82.7418,17.2582,0,0,0,0,14,0,0.042958,0,1.06255,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13082,8.21367,10.549,8.25872,0.781468,772,519,664.135,2244.059,NA,2255,54,82,414,250.02,205.0164,99.98924846790668,36.531709709873596
445,14,-78.84550794839821,35.935925768936485,445,Durham,3,482,882,65660,0,0,0,882,0,0,0,0,0,0,0,0,113,208,236,3,8,135.476,185.524,131.158,107.842,8,0,0,0,0,0,0.315865,69.3909,29.7459,0,0,0,0,14,0,0.035008,0,1.91109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18718,19.2796,20.2727,15.6065,0.781442,1222,991,1268.168,3962.447,NA,454,54,39,568,476.28000000000003,185.74920000000003,22.578217395978925,27.5324796638416
446,9,-78.84919176415382,35.92567896125485,446,Durham,2,1,2,77143,0,0,0,2,0,0,0,0,0,0,0,0,112,521,35,0,18,185.602,447.398,20.7879,14.2121,18,0,0,0,0,0,0.273966,52.9839,45.8395,0,0,0,0,14,0,0.091253,0,0.641041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013198,0.04721,0.037011,0.028536,0.781443,455,2308,2953.509,6168.657,NA,148,54,51,686,1.08,0.5508000000000001,14.514568325986453,18.782499422318534
447,2,-78.85596680767149,35.94768185840913,447,Durham,3,42,95,65650,0,0,0,95,0,0,0,0,0,0,0,0,74,2,15,0,2,38,38,10.9,4.1,2,0,0,0,0,0,0.847263,18.1102,45.0311,0,0,0,0,14,0,0.423224,0,0.357203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480714,1.39264,2.21011,1.95442,0.781456,484,91,116.449,839.614,NA,121,54,58,93,51.300000000000004,29.754,3.2254596279969894,7.531887902567304
448,1,-78.8469456579843,35.945528681179546,448,Durham,3,41,97,65660,0,0,0,97,0,0,0,0,0,0,0,0,3,5,7,0,9,2.35385,5.64615,6.73333,0.266667,9,0,0,0,0,0,0.229669,75.457,24.543,0,0,0,0,14,0,0.228554,0,0.08418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548871,2.05007,2.16204,1.69253,0.781447,575,414,529.786,1737.876,NA,27,54,68,24,52.38,35.6184,1.6127298139984947,5.176521504099568
449,10,-78.8492407893671,35.95943137006801,449,Durham,3,88,231,65660,0,0,0,231,0,0,0,0,0,0,0,0,14,23,63,17,2,16.7084,20.2916,68.2333,11.7667,2,0,0,0,0,0,0.439684,69.054,30.946,0,0,0,0,14,0,0.219383,0,0.079015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09562,3.21461,6.20688,4.81331,0.781464,498,274,350.624,1300.451,NA,44,54,14,119,124.74000000000001,17.463600000000003,16.127298139984948,5.6299171377478485
450,6,-78.86391248443874,35.94405396026715,450,Durham,3,675,1268,65613,0,0,0,1268,0,0,0,0,0,0,0,0,8,22,13,0,0,20.509,9.49099,8.02588,4.97412,0,0,0,0,0,0,0.174008,0,0,0,0,0,0,14,0,0.028912,0,1.23776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.53164,27.3044,28.0242,22.9647,0.781461,1560,522,667.979,3259.706,NA,41,54,56,43,684.72,383.44320000000005,9.676378883990967,34.666128958416735
451,107,-78.82972496010143,35.93266814826797,451,Durham,3,609,1510,97065,0,0,6,1516,0,0,0,0,0,0,0,0,163,252,187,10,18,206.476,208.524,120.596,76.4039,18,0,0,0,0,0,0.955815,29.2294,47.5264,0,0,0,0,14,0,0.068097,0,3.21189,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34039,20.3743,17.9187,14.2403,0.78144,1347,660,844.595,3321.246,NA,315,54,53,630,815.4000000000001,432.1620000000001,172.56209009783893,52.83852727442731
452,67,-78.82000703738805,35.9343848437775,452,Durham,3,535,1214,97065,0,0,0,1214,0,0,0,0,0,0,0,0,211,49,98,6,140,130.246,129.754,46.1015,57.8985,136.739,3.26087,0,0,0,0,0.651169,61.9858,38.0142,0,0,0,0,14,0,0.071725,0,2.11344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54455,15.3553,16.6101,13.0971,0.781441,1221,464,593.775,2685.59,NA,329,54,60,504,655.5600000000001,393.336,108.05289753789914,54.19441710467011
453,78,-78.81191721756004,35.95011366839256,453,Durham,3,1468,3369,101551,0,0,0,3369,0,0,0,0,0,0,0,0,131,137,86,6,90,160.381,107.619,61.9012,30.0988,84.8361,5.16393,0,0,0,0,3.55201,11.3563,15.2161,0,0,0,0,14,0,0.104232,0,11.0501,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6349,29.6189,33.3355,26.6706,0.781464,741,99,126.685,1187.839,NA,504,55,39,450,1852.95,722.6505000000001,125.79292549188258,77.27981919718552
454,35,-78.79187316042203,35.968322545367556,454,Durham,3,532,1440,102002,0,0,0,1440,0,0,0,0,0,0,0,0,34,52,35,14,99,47.2956,38.7044,32.2022,16.7978,99,0,0,0,0,0,0.819202,0,0,0,0,0,0,14,0,0.058369,0,5.51362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76388,8.38412,10.3376,9.19165,0.78148,1277,206,263.602,2132.668,NA,246,55,17,234,792.0000000000001,134.64000000000004,56.44554348994731,22.436851139444965
455,39,-78.83876593082213,35.96089224386166,455,Durham,3,254,596,102001,0,0,0,596,0,0,0,0,0,0,0,0,235,30,84,0,28,206.382,58.618,74.9173,9.08274,21.2128,6.78723,0,0,0,0,0.562804,37.7009,45.8094,0,0,0,0,14,0,0.093389,0,1.32786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18563,6.29433,9.56838,7.49865,0.781451,891,429,548.979,2178.551,NA,237,55,46,377,327.8,150.788,62.89646274594129,27.39426915379772
456,87,-78.8235710722905,35.9633028039437,456,Durham,3,794,2000,102002,0,0,0,2000,0,0,0,0,0,0,0,0,67,29,29,0,9,58.6277,37.3723,10.7778,18.2222,9,0,0,0,0,0,1.15352,0.7968,5.3332,0,0,0,0,14,0,0.095887,0,4.61155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96696,20.1507,25.8693,20.1999,0.781456,1292,91,116.449,1873.581,NA,102,55,39,134,1100,429,140.30749381786904,41.94684029571018
457,19,-78.81536945687799,35.97415032848476,457,Durham,3,692,1841,96071,0,0,0,1841,0,0,0,0,0,0,0,0,39,115,37,39,0,90.4093,63.5907,30.1481,45.8519,0,0,0,0,0,0,0.867315,5.0548,19.3176,0,0,0,0,14,0,0.061816,0,4.27946,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3114,13.1973,21.5642,17.7825,0.78148,1616,195,249.526,2539.836,NA,70,55,27,230,1012.5500000000001,273.3885,30.6418664659714,32.217344715571336
458,4,-78.80131816391876,35.973187862023956,458,Durham,3,122,286,96071,0,0,0,286,0,0,0,0,0,0,0,0,20,11,7,2,23,30.3333,0.666667,7.85185,1.14815,18.4,4.6,0,0,0,0,0.309047,0,0,0,0,0,0,14,0,0.051361,0,0.529446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611773,1.84704,2.77547,2.31298,0.781453,1168,190,243.137,1954.532,NA,89,55,56,63,157.3,88.08800000000001,6.450919255993979,11.522080995644448
459,75,-78.79224371326417,35.932546807143325,459,Durham,3,741,1772,73379,0,0,0,1772,0,0,0,0,0,0,0,0,221,17,59,0,0,108.415,129.585,47.1328,11.8672,0,0,0,0,0,0,1.6623000000000001,3.5881,15.2308,0,0,0,0,14,0,0.046117,0,17.6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.39839,16.9261,15.6288,12.4671,0.781441,833,139,177.876,1402.423,NA,119,50,62,297,886,549.32,120.9547360498871,58.547868703022445
460,37,-78.76921745368844,35.92719874936992,460,Durham,4,177,401,69823,0,0,0,401,0,0,0,0,0,0,0,0,0,15,15,0,0,8.64516,6.35484,10.2884,4.71157,0,0,0,0,0,0,0.938399,0,9.7509,0,0,0,0,14,0,0.18726,0,1.91644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75453,3.09306,3.08728,2.48362,0.78143,390,45,57.5867,608.007,NA,7,50,45,30,200.5,90.22500000000001,59.6710031179443,9.346027596550531
461,2,-78.78226219647786,35.947796732822546,461,Durham,4,40,89,69754,0,0,0,89,0,0,0,0,0,0,0,0,0,3,0,0,0,1.74194,1.25806,0,0,0,0,0,0,0,0,1.79039,0,0,0,0,0,0,12,0,0.148818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34664,0.571582,0.710206,0.592846,0.781455,38,1,1.27966,51.0476,NA,0,50,45,3,44.5,20.025000000000002,3.2254596279969894,3.154471930074781
462,0,-78.76808793520873,35.95207927952589,462,Durham,4,45,122,69754,0,0,0,122,0,0,0,0,0,0,0,0,0,3,0,0,0,2.58621,0.413793,0,0,0,0,0,0,0,0,1.905,0,0,0,0,0,0,12,0,0.951849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379831,0.610892,0.836604,0.705064,0.78146,47,0,0,60.1438,NA,0,50,45,3,61,27.45,0,3.7824031600743298
463,34,-78.76545531024476,35.97228642537463,463,Durham,4,84,214,69754,0,0,0,214,0,0,0,0,0,0,0,0,5,9,3,0,0,9.05228,4.94772,1.12713,1.87287,0,0,0,0,0,0,1.6521,0,0,0,0,0,0,12,0,0.825149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.716461,1.57111,1.96317,1.64278,0.781442,96,7,8.95779,139.793,NA,1,50,45,17,107,48.15,54.83281367594882,5.894170932409144
464,1,-78.75294022534975,35.950803048361514,464,Durham,4,35,84,94508,0,0,0,84,0,0,0,0,0,0,0,0,5,6,0,0,0,11,0,0,0,0,0,0,0,0,0,1.4904,0,0,0,0,0,0,12,0,0.744476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23865,0.278197,0.433698,0.367219,0.781458,44,5,6.3983,68.4071,NA,2,50,45,11,42,18.900000000000002,1.6127298139984947,3.3568146230636446
465,80,-78.75562118922524,35.927743162836684,465,Durham,3,484,1109,94508,0,0,0,1109,0,0,0,0,0,0,0,0,54,14,25,0,6,19.1457,48.8543,7.34345,17.6565,6,0,0,0,0,0,0.410955,0,0,0,0,0,0,12,0,0.0406,0,3.23407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19198,5.16995,5.34689,4.53461,0.781444,2055,134,171.478,2954.089,NA,70,50,29,99,554.5,160.80499999999998,129.01838511987958,18.165790102681857
466,6,-78.73652247327088,35.94763420250035,466,Durham,4,121,255,94508,0,0,0,255,0,0,0,0,0,0,0,0,0,24,0,0,0,23.5862,0.413793,0,0,0,0,0,0,0,0,1.33349,0,0,0,0,0,0,12,0,0.221825,0,0.156965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954399,0.911557,0.985479,0.852908,0.781457,247,19,24.3136,362.064,NA,18,50,45,24,127.5,57.375,9.676378883990967,6.758971091867082
467,3,-78.74945895602355,35.9979835962436,467,Durham,4,130,326,87191,0,0,0,326,0,0,0,0,0,0,0,0,11,139,25,0,2,121.193,28.807,25,0,1.84615,0.153846,0,0,0,0,6.8242,0,0,0,0,0,0,12,0,0.850764,0,0.454056,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668501,1.17995,1.71812,1.45939,0.781492,37,20,25.5921,95.7513,NA,30,50,33,177,163,53.79,4.838189441995484,9.5271908036265
468,0,-78.74352968208555,35.97122887170998,468,Durham,4,14,32,94508,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,1.12945,0,0,0,0,0,0,12,0,0.563298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074602,0.089095,0.136316,0.116786,0.781453,50,5,6.39834,76.0855,NA,0,50,45,3,16,7.2,0,2.270380922553279
469,2,-78.71615920272798,35.99124479705451,469,Durham,4,13,25,94508,0,0,0,25,0,0,0,0,0,0,0,0,14,9,0,0,0,15.4595,7.54054,0,0,0,0,0,0,0,0,1.5547,0,0,0,0,0,0,12,0,1.55313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072465,0.067288,0.104142,0.089435,0.473038,8,6,12.684,40.903,NA,21,50,45,23,12.5,5.625,3.2254596279969894,2.7186702538755525
470,18,-78.72710380499139,35.96837716973798,470,Durham,4,139,361,94508,0,0,0,361,0,0,0,0,0,0,0,0,2,40,22,3,0,38.1101,3.88988,16.2344,8.76564,0,0,0,0,0,0,2.03928,0,0,0,0,0,0,12,0,0.509537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18503,0.781968,1.51191,1.29654,0.781479,138,25,31.9906,237.097,NA,41,50,61,67,180.5,110.105,29.029136651972905,11.915732054189538
471,0,-78.71281085209672,35.980382246186004,471,Durham,4,6,14,94508,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,2.58621,0.413793,0,0,0,0,0,0,0,0,0.181001,0,0,0,0,0,0,12,0,0.090108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048159,0.036897,0.057231,0.049172,0.781468,157,21,26.8725,251.732,NA,1,50,45,3,7,3.15,0,1.7273554982576242
476,0,-78.95622846295734,35.920799249057865,476,Durham,2,0,0,88373,0,0,0,0,0,0,0,0,0,0,0,0,39,30,61,47,321,46.5484,22.4516,82.1053,25.8947,321,0,0,0,0,0,0.071973,98.7053,1.2947,0,0,0,0,15,0,0.035287,0,0.608988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78144,1402,1134,1451.166,4538.925,NA,323,57,11,498,0,0,0,26.56439161579304
490,0,-78.90084259074641,35.957836037022574,490,Durham,3,467,1119,45871,0,0,0,1119,0,0,0,0,0,0,0,0,4,303,47,33,12,261.86,45.1404,70.746,9.25397,6.73529,5.26471,0,0,0,0,0.65378,69.8687,30.1313,0,0,0,0,15,0,0.081658,0,1.00049,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.30144,39.2807,42.5847,43.2552,0.781481,1400,519,664.124,3047.626,NA,87,34,9,399,380.46000000000004,34.2414,0,14.512937836716043
493,5,-78.885439284977707,35.9488418180477,493,Durham,3,113,256,55285,0,3,0,259,0,0,0,0,0,0,0,0,122,163,102,0,54,142.734,142.266,55.9868,46.0132,49.8462,4.15385,0,0,0,0,0.494302,33.1986,33.5541,0,0,0,0,15,0,0.082084,0,0.546286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41552,7.29306,7.83288,8.34594,0.781463,1116,430,550.25,2468.858,NA,95,51,24,441,130.56,31.3344,8.063649069992474,16.335702415140748
495,28,-78.90217530662939,35.929564363181626,495,Durham,2,1205,3002,77554,0,0,0,3002,0,0,0,0,0,0,0,0,284,192,51,2,6,310.795,165.205,42.8889,10.1111,4.47458,1.52542,0,0,0,0,0.965199,16.0418,41.7821,0,0,0,0,15,0,0.056529,0,5.29103,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8663,87.1093,56.8232,56.6237,0.78146,2381,417,533.617,4056.169,NA,237,50,42,535,1501,630.42,45.15643479195785,72.59062831412633
496,10,-78.89495643591684,35.92205982220138,496,Durham,3,419,1015,80433,0,5,0,1020,0,0,0,0,0,0,0,0,35,23,31,0,36,25.8966,32.1034,10,21,34.4483,1.55172,0,0,0,0,0.571371,32.5581,43.7307,0,0,0,0,15,0,0.062949,0,2.74898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16647,33.4196,15.6032,15.7679,0.78146,1470,695,889.361,3563.271,NA,55,50,31,125,507.5,157.325,16.127298139984948,18.909398311571692
500,4,-78.91444656996279,35.929895181590396,500,Durham,3,195,499,99281,0,5,0,504,0,0,0,0,0,0,0,0,6,11,16,0,0,10.4514,6.54858,9.63373,6.36627,0,0,0,0,0,0,0.26253,72.9958,26.9848,0,0,0,0,15,0,0.052411,0,1.21879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07529,17.4995,8.57757,8.08984,0.781466,2263,207,264.887,3396.859,NA,7,50,37,33,249.5,92.315,6.450919255993979,9.718416659164262
501,121,-78.94105678262001,35.91775579464939,501,Durham,2,1309,2685,93180,0,0,125,2810,0,0,0,0,0,0,0,0,57,175,989,140,427,118.028,113.972,712.511,416.489,390.244,36.7556,0,0,0,0,0.889552,61.287,38.713,0,0,0,0,15,0,0.080572,0,3.08324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2955,128.035,37.2672,33.0176,0.781432,2443,1479,1892.678,6706.208,NA,1233,63,38,1788,1691.55,642.789,195.14030749381786,99.16654021946786
502,0,-78.9368149676786,35.926919116753524,502,Durham,2,1490,2745,88563,0,0,0,2745,0,0,0,0,0,0,0,0,52,70,33,0,0,57.3114,64.6886,23.6174,9.38261,0,0,0,0,0,0,0.633549,42.1862,42.0285,0,0,0,0,15,0,0.036892,0,1.77297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7432,130.441,48.0189,33.6152,0.781432,3101,418,534.915,4980.12,NA,69,60,42,155,1647,691.74,0,63.81515667902524
511,68,-78.96414452148215,35.89402210129074,511,Durham,3,57,169,131903,0,0,0,169,0,0,0,0,0,0,0,0,0,6,8,41,92,1.9638,4.0362,46.3088,2.69118,92,0,0,0,0,0,0.832767,4.1787,21.8582,0,0,0,0,15,0,0.166316,0,0.667136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554748,6.78729,1.3956,0.997689,0.781446,548,186,238.02,1151.466,NA,37,58,11,147,98.02,10.7822,109.66562735189764,11.368805642362364
513,6,-78.96574659046861,35.910831065834785,513,Durham,3,218,341,80494,0,0,0,341,0,0,0,0,0,0,0,0,34,22,238,10,40,36.7266,19.2734,113.15,134.85,22.9853,17.0147,0,0,0,0,0.540612,34.3565,54.2772,0,0,0,0,15,0,0.179738,0,0.379378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37206,24.3286,6.17919,3.56088,0.781449,481,854,1092.842,2682.574,NA,1164,54,73,344,184.14000000000001,134.4222,9.676378883990967,18.01657722104799
