taz,airport_productions,lng,lat,TAZ_TRM_6.2,County,ATYPE,HH,HH_POP,MEANINC,Stud_GQ,Other_NonInst_GQ,Inst_GQ,Total_POP,StudGQ_NCSU,StudGQ_UNC,StudGQ_DUKE,StudGQ_NCCU,BuildingS_NCSU,BuildingS_UNC,BuildingS_DUKE,BuildingS_NCCU,Industry,Office,Service_RateLow,Service_RateHigh,Retail,IndOff_EarnLow,IndOff_EarnHigh,Service_EarnLow,Service_EarnHigh,Retail_EarnLow,Retail_EarnHigh,ADT,PCTCV,PCTAUTOEE,PCTCVEE,ZONEAREA,SHORTWALKA,LONGWALKAM,SHORTWALKO,LONGWALKOP,DISTGROUP,EXTERNAL,District,AVEBLOCK_P,AVEBLOCK_A,RoadwayLen,NMPathLen,ENROLLMENT,PASA,PrkRestrict,PASAYear,PrkCosW1,PrkCosW2,PrkCosW3,PrkCosO1,PrkCosO2,PrkCosO3,PrkCosU1,PrkCosU2,PrkCosU3,Campus,Campus_NCSU,Campus_UNC,Campus_DUKE,Campus_NCCU,In_ShortWalk_NCSU,In_ShortWalk_UNC,In_ShortWalk_DUKE,In_ShortWalk_NCCU,Housing_NCSU,Housing_UNC,Housing_DUKE,Housing_NCCU,NCSU_OFF,UNC_OFF,DUKE_OFF,NCCU_OFF,TOT_Area1,TOT_POP1,TOT_EMP1,EmpDen1,Density1,TRM_6.2_Fill,lehd_emp,Pct_Worker,PctHighEarn,employment,workers,high_earners,observed_productions,estimated_productions
1924,2,-78.80420757501473,35.59492848922091,1924,Wake,3,536,1073,68800,0,0,0,1073,0,0,0,0,0,0,0,0,28,27,206,7,5,46.6084,8.39155,180.195,32.8052,5,0,0,0,0,0,0.371047,0,0,0,0,0,0,20,0,0.041103,0,0.97201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38192,0.138991,0.037397,0.038089,0.781315,1616,708,906.165,3782.271,NA,181,45,12,273,482.85,57.942,3.2254596279969894,9.085558548351129
1925,2,-78.79725092009747,35.59345207056407,1925,Wake,2,24,76,68839,0,0,0,76,0,0,0,0,0,0,0,0,135,20,66,4,98,73.1034,81.8966,48.6141,21.3859,81.1078,16.8922,0,0,0,0,0.090849,0,0,0,0,0,0,20,0,0.022371,0,0.672355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232075,0.009467,0.002547,0.002594,0.781329,1414,1287,1647.194,4925.316,NA,150,45,25,323,34.2,8.55,3.2254596279969894,14.878251967111968
1927,2,-78.82650587666744,35.57197254889649,1927,Wake,4,163,461,76311,0,0,0,461,0,0,0,0,0,0,0,0,3,21,13,0,2,10.1581,13.8419,10.3779,2.62213,1.44186,0.55814,0,0,0,0,1.18744,0,0,0,0,0,0,20,0,0.296675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756488,0.0665,0.008365,0.00852,0.781283,315,26,33.2786,466.128,NA,41,45,32,39,207.45000000000002,66.384,3.2254596279969894,7.7131355666003785
1928,1,-78.8147693256643,35.5609876994944,1928,Wake,3,259,693,76315,0,0,0,693,0,0,0,0,0,0,0,0,1,13,21,0,3,8.39059,5.6094,11.4419,9.55814,2.16279,0.837209,0,0,0,0,0.92187,0,2.8449,0,0,0,0,20,0,0.307117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988362,0.074765,0.009405,0.009579,0.781296,779,42,53.7568,1098.739,NA,103,45,13,38,311.85,40.5405,1.6127298139984947,5.322044147367375
1929,2,-78.80602891049041,35.581817598210286,1929,Wake,2,216,568,76296,0,0,0,568,0,0,0,0,0,0,0,0,18,183,62,15,56,114.78,86.2202,60.5,16.5,56,0,0,0,0,0,0.248308,0,12.0278,0,0,0,0,20,0,0.014591,0,0.985562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21347,0.049505,0.01332,0.013567,0.78131,2019,768,982.964,4443.343,NA,277,45,37,334,255.6,94.572,3.2254596279969894,18.682038464053306
1930,0,-78.80503403690166,35.57662404057063,1930,Wake,2,345,824,76315,0,0,33,857,0,0,0,0,0,0,0,0,5,10,70,16,6,5,10,49.8459,36.1541,4.32558,1.67442,0,0,0,0,0.195135,24.5405,56.8376,0,0,0,0,20,0,0.019479,0,1.62891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68492,0.063962,0.017209,0.017528,0.781306,2602,474,606.677,4477.817,NA,41,45,32,107,370.8,118.656,0,13.634232419524372
1931,18,-78.81004308862543,35.5712332280385,1931,Wake,3,719,1946,76315,0,0,0,1946,0,0,0,0,0,0,0,0,0,32,45,25,4,9.63303,22.367,42.5,27.5,2.88372,1.11628,0,0,0,0,0.544233,9.551,22.734,0,0,0,0,20,0,0.025789,0,6.21451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59605,0.127525,0.034312,0.034947,0.781288,2330,158,202.23,3364.761,NA,55,45,16,106,875.7,140.11200000000002,29.029136651972905,16.35894259091611
1932,7,-78.7811242625697,35.561790338850535,1932,Wake,3,337,937,78184,0,0,0,937,0,0,0,0,0,0,0,0,7,13,11,1,0,15.45,4.55,9.35,2.65,0,0,0,0,0,0,1.10324,0,0,0,0,0,0,20,0,0.157409,0,2.67458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2579,0.05493,0.014779,0.015053,0.781289,568,22,28.1586,780.265,NA,11,45,32,32,421.65000000000003,134.92800000000003,11.289108697989462,13.499478395186394
1933,0,-78.79498246300942,35.55577241774181,1933,Wake,4,224,644,78184,0,0,0,644,0,0,0,0,0,0,0,0,7,23,17,5,3,29.3246,0.675439,4.82456,17.1754,0,3,0,0,0,0,1.98656,0,3.1276,0,0,0,0,20,0,0.993002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07012,0.038071,0.010243,0.010433,0.781296,253,21,26.8784,374.66,NA,41,45,20,55,289.8,57.96000000000001,0,7.728398961226295
1934,3,-78.79506947695515,35.570709881562166,1934,Wake,3,260,676,78184,0,0,0,676,0,0,0,0,0,0,0,0,0,5,8,0,8,5,0,6,2,0,8,0,0,0,0,0.20405,22.7352,46.3461,0,0,0,0,20,0,0.033976,0,1.73743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38825,0.046676,0.012559,0.012791,0.781294,1696,121,154.871,2463.687,NA,45,45,27,21,304.2,82.134,4.838189441995484,8.912219412869181
1935,2,-78.70586982518333,35.646702362422886,1935,Wake,3,16,35,78253,0,0,0,35,0,0,0,0,0,0,0,0,95,26,21,1153,40,98.5096,22.4904,742.223,431.777,26.3281,13.6719,0,0,0,0,0.410528,23.142,46.2081,0,0,0,0,20,0,0.082047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329255,0.007178,0.003481,0.003546,0.781332,362,1071,1370.735,3055.982,NA,2286,51,46,1335,17.85,8.211,3.2254596279969894,110.9423636215544
1936,8,-78.68968831560046,35.642955128403635,1936,Wake,4,304,889,78255,0,4,0,893,0,0,0,0,0,0,0,0,10,80,10,0,3,76.45,13.55,2.66822,7.33178,3,0,0,0,0,0,2.01468,0,2.0462,0,0,0,0,20,0,0.287608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38637,0.15596,0.075645,0.077046,0.78131,355,39,49.9162,548.779,NA,342,51,17,103,453.39,77.0763,12.901838511987958,10.255065945434513
1937,1,-78.6798458123299,35.65367834939981,1937,Wake,4,93,283,78255,0,2,0,285,0,0,0,0,0,0,0,0,5,58,2,0,0,44.0748,18.9252,2,0,0,0,0,0,0,0,0.777703,0,0,0,0,0,0,20,0,0.38853,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64813,0.051288,0.024876,0.025337,0.781327,323,51,65.2736,536.861,NA,0,51,0,65,144.33,0,1.6127298139984947,2.8623665632660646
1938,0,-78.68239041787828,35.62894269512672,1938,Wake,3,370,1021,78256,0,2,0,1023,0,0,0,0,0,0,0,0,4,33,25,0,6,30.4596,6.54035,22.6776,2.32243,6,0,0,0,0,0,0.885721,0,0,0,0,0,0,20,0,0.294662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60704,0.130952,0.063516,0.064692,0.781321,877,56,71.6735,1258.024,NA,363,51,9,68,520.71,46.8639,0,6.595203560078664
1939,0,-78.71586721637203,35.669087612487665,1939,Wake,4,42,123,95552,0,0,0,123,0,0,0,0,0,0,0,0,0,6,1,0,0,5.7,0.3,0.888889,0.111111,0,0,0,0,0,0,0.414115,0,0,0,0,0,0,20,0,0.413782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26281,0.031435,0.015247,0.015529,0.781328,316,74,94.7106,583.58,NA,16,52,47,7,63.96,30.0612,0,4.066919812892962
1940,1,-78.70779647299149,35.66324833284973,1940,Wake,3,113,321,95552,0,0,0,321,0,0,0,0,0,0,0,0,116,13,86,0,19,73.2741,55.7259,83.9,2.1,19,0,0,0,0,0,0.563895,0,7.6082,0,0,0,0,20,0,0.080247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19308,0.0798,0.038705,0.039422,0.781328,417,341,436.437,1359.203,NA,227,52,46,234,166.92000000000002,76.78320000000001,1.6127298139984947,14.689870075112818
1941,0,-78.73459811908847,35.67467734848206,1941,Wake,3,155,400,95552,0,0,0,400,0,0,0,0,0,0,0,0,0,6,3,0,8,3.17778,2.82222,1.98413,1.01587,4.44444,3.55556,0,0,0,0,0.336972,0,0,0,0,0,0,20,0,0.084185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1327,0.119615,0.058017,0.059091,0.78136,847,42,53.7525,1185.678,NA,0,52,47,17,208,97.75999999999999,0,10.25493736210924
1942,1,-78.73616890181422,35.666002025441465,1942,Wake,3,389,1036,95552,0,0,0,1036,0,0,0,0,0,0,0,0,41,16,6,0,0,40.6111,16.3889,5.28889,0.711111,0,0,0,0,0,0,1.00814,0,0,0,0,0,0,20,0,0.201293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.86123,0.239447,0.116139,0.11829,0.781357,803,48,61.4316,1143.894,NA,21,52,47,63,538.72,253.1984,1.6127298139984947,25.067021801615432
1944,1,-78.69924739845298,35.658285727659234,1944,Wake,3,82,194,78265,0,0,0,194,0,0,0,0,0,0,0,0,8,9,66,0,340,8.38462,8.61538,57.9486,8.05141,286.667,53.3333,0,0,0,0,0.343988,0,17.4044,0,0,0,0,20,0,0.042872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15271,0.049771,0.024140000000000002,0.024588,0.781337,360,748,957.333,2271.492,NA,202,51,10,423,98.94,9.894,1.6127298139984947,22.46556550777618
1945,12,-78.7362614839599,35.654396578483066,1945,Wake,3,164,405,98867,0,0,0,405,0,0,0,0,0,0,0,0,25,26,11,0,2,39,12,2.8,8.2,0.666667,1.33333,0,0,0,0,0.496754,0,0,0,0,0,0,20,0,0.248008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81384,0.076921,0.037309,0.038,0.781319,777,90,115.19,1212.348,NA,10,52,47,64,210.6,98.98199999999999,19.352757767981934,11.604792555727148
1946,8,-78.72893401337255,35.64719817360388,1946,Wake,3,632,1730,98867,0,0,0,1730,0,0,0,0,0,0,0,0,41,11,16,0,0,49,3,15.7,0.3,0,0,0,0,0,0,1.09611,0,0,0,0,0,0,20,0,0.099523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3618,0.244977,0.118821,0.121022,0.781327,1138,63,80.632,1609.007,NA,81,52,41,68,899.6,368.836,12.901838511987958,34.74033136882396
1947,4,-78.71828490053757,35.64136892450473,1947,Wake,3,566,1502,67473,0,0,0,1502,0,0,0,0,0,0,0,0,168,115,76,0,4,191.693,91.3074,69.2,6.8,4,0,0,0,0,0,1.51969,12.2178,26.1904,0,0,0,0,20,0,0.100709,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8481,0.347814,0.1687,0.171825,0.781324,754,382,488.913,1889.781,NA,172,52,52,363,781.0400000000001,406.14080000000007,6.450919255993979,46.272824941647805
1948,4,-78.73659854951022,35.63490387035822,1948,Wake,3,171,490,67471,0,0,0,490,0,0,0,0,0,0,0,0,0,7,21,7,9,7,0,24.5206,3.47937,9,0,0,0,0,0,0.490766,0,7.9293,0,0,0,0,20,0,0.163073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05799,0.086049,0.041737,0.04251,0.781314,829,74,94.7122,1240.176,NA,11,52,47,44,254.8,119.756,6.450919255993979,12.810686805375544
1950,1,-78.70905183642738,35.621128016448864,1950,Wake,3,208,594,78072,0,0,0,594,0,0,0,0,0,0,0,0,183,182,21,3,21,194.057,170.943,11,13,6.77373,14.2263,0,0,0,0,1.37685,0,1.7142,0,0,0,0,20,0,0.688414,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81518,0.074453,0.036112,0.036781,0.781325,345,223,285.413,981.401,NA,277,51,35,410,302.94,106.029,1.6127298139984947,24.26368699873243
1951,3,-78.7083802618767,35.60300509399833,1951,Wake,4,437,1247,83054,0,5,0,1252,0,0,0,0,0,0,0,0,32,24,18,17,7,47.3542,8.64583,31,4,0,7,0,0,0,0,2.91454,0,0,0,0,0,0,20,0,0.291439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91737,0.086019,0.041722,0.042494,0.78133,334,26,33.2766,490.417,NA,27,51,37,98,635.97,235.3089,4.838189441995484,25.20517105093188
1952,1,-78.72356821112088,35.62088039961644,1952,Wake,3,161,442,78072,0,0,0,442,0,0,0,0,0,0,0,0,13,21,67,0,92,29.2024,4.79757,62.7143,4.28571,85.9048,6.09524,0,0,0,0,0.483451,8.0766,42.8146,0,0,0,0,20,0,0.241652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08857,0.061194,0.029681,0.030231,0.781327,618,245,313.569,1384.06,NA,231,51,35,193,225.42000000000002,78.897,1.6127298139984947,14.444767678618131
1953,0,-78.73196283113748,35.607147245921134,1953,Wake,4,88,271,83055,0,0,0,271,0,0,0,0,0,0,0,0,6,13,46,0,19,15.2083,3.79167,45.3333,0.666667,19,0,0,0,0,0,0.758145,0,0,0,0,0,0,20,0,0.378819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30884,0.023776,0.011532,0.011746,0.781326,331,77,98.5504,610.042,NA,50,51,60,84,138.21,82.926,0,10.06585468713963
1954,2,-78.69505417937455,35.624805328006445,1954,Wake,3,335,888,78072,0,0,0,888,0,0,0,0,0,0,0,0,19,19,5,0,0,11.8354,26.1646,4.6962,0.303797,0,0,0,0,0,0,1.27684,0,0,0,0,0,0,20,0,0.318703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47512,0.105818,0.051325,0.052276,0.781307,562,53,67.835,847.614,NA,22,51,37,43,452.88,167.5656,3.2254596279969894,16.86005326882482
1955,7,-78.76813974781135,35.61513317117554,1955,Wake,3,501,1626,105594,0,0,0,1626,0,0,0,0,0,0,0,0,28,102,50,0,5,103.587,26.413,37.989,12.011,1.5812,3.4188,0,0,0,0,0.84924,0,0,0,0,0,0,20,0,0.049821,0,4.67525,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75202,0.103951,0.050419,0.051353,0.781311,1376,155,198.384,2136.375,NA,322,45,21,185,731.7,153.657,11.289108697989462,18.155879585405263
1956,0,-78.76558874018973,35.602538679874314,1956,Wake,3,119,324,105594,0,0,0,324,0,0,0,0,0,0,0,0,44,31,20,12,9,35.1733,39.8267,26.4557,5.5443,7,2,0,0,0,0,0.843162,0,0,0,0,0,0,20,0,0.168593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990391,0.01701,0.00825,0.008403,0.78133300000000006,366,298,381.399,1189.826,NA,45,45,49,116,145.8,71.44200000000001,0,11.732027719045737
1957,1,-78.76595112207522,35.625207293238255,1957,Wake,3,149,395,105594,0,0,0,395,0,0,0,0,0,0,0,0,9,15,47,0,0,9.25,14.75,36.3429,10.6571,0,0,0,0,0,0,0.627302,0,0,0,0,0,0,20,0,0.207934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2077,0.031406,0.015233,0.015515,0.781303,722,95,121.592,1154.081,NA,62,45,13,71,177.75,23.1075,1.6127298139984947,4.090742571382069
1958,7,-78.76417976789598,35.58945872230157,1958,Wake,2,639,1773,83963,0,0,0,1773,0,0,0,0,0,0,0,0,36,35,132,43,578,57.301,13.699,142.921,32.0794,557.672,20.3275,0,0,0,0,0.611821,0,0,0,0,0,0,20,0,0.031911,0,5.17205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50895,0.092889,0.045054,0.045889,0.781305,1770,992,1269.67,4666.952,NA,674,45,16,824,797.85,127.656,11.289108697989462,51.8393381385178
1959,2,-78.7456458189059,35.58745441005027,1959,Wake,3,265,670,105594,0,0,0,670,0,0,0,0,0,0,0,0,45,34,24,0,15,56.8571,22.1429,11,13,10.7143,4.28571,0,0,0,0,1.25626,0,0,0,0,0,0,20,0,0.156934,0,0.225083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60879,0.026847,0.013022,0.013263,0.781293,444,76,97.2746,752.278,NA,94,45,34,118,301.5,102.51,3.2254596279969894,13.760124498017168
1960,3,-78.76306484021849,35.57493007675149,1960,Wake,3,207,600,83963,0,0,0,600,0,0,0,0,0,0,0,0,237,26,120,63,27,94.2673,168.733,73.1407,109.859,23.0476,3.95238,0,0,0,0,1.08554,0,0,0,0,0,0,20,0,0.541629,0,1.3108900000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48196,0.024417,0.011843,0.012062,0.781319,458,349,446.681,1431.061,NA,388,45,35,473,270,94.5,4.838189441995484,28.133071062591704
1961,5,-78.7459468434582,35.571373146880404,1961,Wake,3,483,1312,83965,0,0,0,1312,0,0,0,0,0,0,0,0,359,16,19,0,6,127.429,247.571,3.71429,15.2857,3.14286,2.85714,0,0,0,0,1.52218,0,0,0,0,0,0,20,0,0.101305,0,2.40885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03232,0.04976,0.024135,0.024582,0.781287,673,205,262.387,1357.69,NA,70,45,33,400,590.4,194.832,8.063649069992474,35.34746098571872
1962,6,-78.73622813610069,35.62413635318511,1962,Wake,3,253,697,105594,0,0,0,697,0,0,0,0,0,0,0,0,0,7,46,0,88,5,2,7.32773,38.6723,25.1849,62.8151,0,0,0,0,0.802844,8.5923,17.6706,0,0,0,0,20,0,0.13333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3567,0.070476,0.034183,0.034816,0.781296,722,132,168.95,1243.666,NA,199,45,25,141,313.65000000000003,78.41250000000001,9.676378883990967,13.267344553367472
1963,4,-78.74293472301792,35.599855931225235,1963,Wake,3,266,817,105594,0,0,0,817,0,0,0,0,0,0,0,0,14,35,0,14,49,42.4118,6.58824,14,0,44.7348,4.26522,0,0,0,0,1.03433,0,0,0,0,0,0,20,0,0.258514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9936,0.053362,0.025882,0.026361,0.781306,586,84,107.512,953.379,NA,29,45,27,112,367.65000000000003,99.26550000000002,6.450919255993979,15.257032168126088
1964,0,-78.74815869870676,35.61079782735917,1964,Wake,3,361,658,105594,0,0,0,658,0,0,0,0,0,0,0,0,51,4,37,0,4,5,50,30.4077,6.59227,0,4,0,0,0,0,0.638341,0,0,0,0,0,0,20,0,0.070293,0,2.76e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42446,0.04326,0.020982,0.021371,0.781301,945,119,152.31,1497.607,NA,118,45,45,96,296.1,133.245,0,15.366789520410483
1965,1,-78.74864617466599,35.61945214880353,1965,Wake,3,229,771,105594,0,0,0,771,0,0,0,0,0,0,0,0,4,3,8,0,12,0,7,6.85714,1.14286,6.20168,5.79832,0,0,0,0,0.379029,0,0,0,0,0,0,20,0,0.063112,0,2.40484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88597,0.076878,0.037288,0.037979,0.78132,1143,70,89.5919,1632.367,NA,15,45,27,27,346.95,93.6765,1.6127298139984947,10.264314935906233
1966,0,-78.75270237392421,35.62594843633447,1966,Wake,3,170,502,105594,0,0,0,502,0,0,0,0,0,0,0,0,0,19,5,0,0,7,12,0.857143,4.14286,0,0,0,0,0,0,0.518667,0,0,0,0,0,0,20,0,0.258209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9195,0.051413,0.024937,0.025399,0.781329,859,43,55.0345,1203.504,NA,14,45,27,24,225.9,60.993,0,6.958798475633523
1967,1,-78.7656213422579,35.5955215846639,1967,Wake,3,4,9,105516,0,0,0,9,0,0,0,0,0,0,0,0,14,16,64,40,171,16,14,97.7303,6.26974,153.667,17.3333,0,0,0,0,0.080586,0,0,0,0,0,0,20,0,0.040227,0,0.363664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025578,4.36e-4,2.11e-4,2.15e-4,0.781309,1077,784,1003.444,3276.417,NA,323,45,20,305,4.05,0.81,1.6127298139984947,15.873861987127125
1968,1,-78.75476866419815,35.60543647941821,1968,Wake,3,109,325,105594,0,0,0,325,0,0,0,0,0,0,0,0,0,5,0,40,5,3.33333,1.66667,39.2523,0.747664,3.88889,1.11111,0,0,0,0,0.06762,0,0,0,0,0,0,20,0,0.013358,0,1.38658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03486,0.022846,0.011081,0.011286,0.781323,814,240,307.171,1622.82,NA,46,45,4,50,146.25,5.8500000000000005,1.6127298139984947,5.810102204835496
1972,2,-78.76323421534042,35.5486948504023,1972,Wake,3,317,891,83963,0,0,0,891,0,0,0,0,0,0,0,0,14,27,24,0,24,28.176,12.824,16.7091,7.29091,23.2381,0.761905,0,0,0,0,1.38523,0,0,0,0,0,0,20,0,0.197837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57495,0.028921,0.009246,0.009417,0.781303,499,47,60.1559,752.458,NA,44,45,39,89,400.95,156.3705,3.2254596279969894,17.237541445340923
1973,1,-78.76184595281613,35.53843519890246,1973,Wake,3,186,620,83963,0,0,0,620,0,0,0,0,0,0,0,0,6,14,8,0,0,9.6,10.4,1.2,6.8,0,0,0,0,0,0,0.725807,0,0,0,0,0,0,20,0,0.181395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91582,0.020257,0.00545,0.005551,0.781291,508,41,52.4772,749.464,NA,8,45,24,28,279,66.96,1.6127298139984947,7.637835619806007
1975,2,-78.71353477565467,35.54233083953288,1975,Wake,4,401,1055,61911,0,0,0,1055,0,0,0,0,0,0,0,0,0,19,4,0,0,13.1814,5.8186,3.72727,0.272727,0,0,0,0,0,0,2.00621,0,0,0,0,0,0,20,0,0.222883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52684,0.029523,0.014319,0.014585,0.78129,407,8,10.2395,540.301,NA,25,45,24,23,474.75,113.94,3.2254596279969894,11.436518992103032
1976,1,-78.70182194239815,35.58571200115054,1976,Wake,3,283,850,45653,0,0,0,850,0,0,0,0,0,0,0,0,31,44,35,2,13,64.25,10.75,18.6987,18.3013,10.4424,2.55761,0,0,0,0,1.34792,0,0,0,0,0,0,20,0,0.224488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08134,0.051153,0.024811,0.02527,0.781309,483,69,88.3133,785.233,NA,92,45,11,125,382.5,42.075,1.6127298139984947,8.267260956884446
1977,1,-78.70921178509752,35.57622001810096,1977,Wake,4,189,502,45653,0,0,0,502,0,0,0,0,0,0,0,0,12,17,8,0,0,28.5,0.5,5.48571,2.51429,0,0,0,0,0,0,1.63052,0,0,0,0,0,0,20,0,0.271442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96171,0.032867,0.015942,0.016237,0.78131,266,22,28.1578,393.713,NA,3,45,27,37,225.9,60.993,1.6127298139984947,7.477450230141651
1978,0,-78.70136195662768,35.55200870117809,1978,Wake,4,104,272,61911,0,0,0,272,0,0,0,0,0,0,0,0,3,0,0,0,2,3,0,0,0,1.80392,0.196078,0,0,0,0,0.922899,0,0,0,0,0,0,20,0,0.46067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606969,0.008488,0.004117,0.004193,0.781306,231,4,5.11963,305.342,NA,8,45,24,5,122.4,29.376,0,4.137559297826239
1980,0,-78.72779336236945,35.57464615058629,1980,Wake,4,214,495,45653,0,0,0,495,0,0,0,0,0,0,0,0,0,13,2,0,0,12,1,2,0,0,0,0,0,0,0,1.6369,0,0,0,0,0,0,20,0,0.409005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91598,0.032015,0.015528,0.015816,0.781322,253,14,17.9184,357.702,NA,17,45,27,15,222.75,60.142500000000005,0,6.759496152411749
1981,0,-78.73525721657421,35.53324785316184,1981,Wake,4,112,291,61940,0,0,4,295,0,0,0,0,0,0,0,0,0,14,4,0,4,14,0,3.80392,0.196078,4,0,0,0,0,0,0.844606,0,0,0,0,0,0,20,0,0.28112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555043,0.006485,0.003145,0.003204,0.781311,303,28,35.8372,455.594,NA,64,45,6,22,130.95000000000002,7.857000000000001,0,2.590317542541284
