"TAZ","Type","HH","HH_POP","Median_Inc","Pct_Worker","Pct_Child","Pct_Senior","Industry","Office","Service_RateLow","Service_RateHigh","Retail","PctHighEarn","StudGQ_NCSU","StudGQ_UNC","StudGQ_DUKE","StudGQ_NCCU","StudOff_NCSU","StudOff_UNC","StudOff_DUKE","StudOff_NCCU","BuildingS_NCSU","BuildingS_UNC","BuildingS_DUKE","BuildingS_NCCU","K12","CollegeOn","CollegeOff","Hospital","TraumaLevel","ParkDistrict","ParkCostW","ParkCostU","ParkCostO","EmpSpaces","StudSpaces","OtherSpaces","AWDT","PCTCV","PCTAUTOEE","PCTCVEE","TotalEmp","Density","AreaType","ATSmoothed","walkability_attr","gs_home_attr","gs_work_attr","gs_other_attr","gs_total_attr","GSIndex","ApproachDensity","walk_attr_dens","IndEmpDensity","ApproachDensity_z","IndEmpDensity_z","walk_attr_dens_z","GSIndex_z","Walkability","wHH","wK12","wStudGQ_NCSU","wStudGQ_UNC","wStudGQ_DUKE","wStudGQ_NCCU","wCollegeOn","wRetail","wTotalEmp","PctNearBusStop","access_general_sov_attr","access_nearby_sov_attr","access_walk_attr","access_employment_sov_attr","access_hospital_sov_attr","access_general_sov","access_nearby_sov","access_walk","access_employment_sov","access_hospital_sov","access_transit_attr","access_transit"
820,"Internal",115,270,103194,46,21.2000,7.4,422,49,17,29,37,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,9,205.895,"Rural",,2581.00,747.5,831,1877.40,3455.90,0.60028,2.05258,545.654,66.6299,-0.264462,-0.159082,-0.354088,1.22306,0.126105,14.502,0.00,0.00,0.00,0.00,0.00,0.00,4.66587,1.13494,0.00,2581.00,499.9,0.578338,554,0.00,10.4918,6.55223,0.00,10.7106,0.00,499.9,0.00
821,"Internal",285,694,54821,37,19.6000,24.0000,28,29,895,10,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,15,1596.82,"Suburban",1,5986.20,1852.50,1459.50,4602.10,7914.10,0.573049,1.90848,5034.62,17.8124,-0.265696,-0.227532,-0.294377,0.933193,0.123618,35.2312,0.00,0.00,0.00,0.00,0.00,0.00,1.3598,1.85428,0.00,5986.20,1302.10,1.33256,973,0.00,10.7557,7.25282,0.00,10.824,0.00,1302.10,0.00
822,"Internal",461,1279,33309,37,30.8000,6.6,409,30,929,0,42,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,23,2206.94,"Suburban",1,8180.70,2996.50,2115.00,6143.70,11255.20,0.595852,3.38595,6351.60,230.809,-0.253035,0.0711261,-0.276858,1.17592,0.12765,58.8469,0.00,0.00,0.00,0.00,0.00,0.00,5.36132,2.93596,0.00,8180.70,1737.00,2.24823,1410.00,0.00,10.8845,7.36342,0.478606,10.9333,0.00,1737.00,0.00
823,"Internal",21,54,54821,37,19.6000,24.0000,0,116,4,11,18,53,0,0,0,0,0,0,0,0,0,0,0,0,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,2,1712.72,"Suburban",1,2149.50,136.5,1564.50,886.6,2587.60,0.514261,0.00,13344.60,0.00,-0.282051,-0.252509,-0.183838,0.307413,0.117717,2.47206,105.239,0.00,0.00,0.00,0.00,0.00,2.11891,0.235434,0.00,2149.50,160.3,0.648391,149,0.00,10.8809,7.53056,0.814474,10.8949,0.00,160.3,0.00
824,"Internal",429,1199,43281,35,30.4000,16.8000,3,52,28,0,9,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,326.942,"Rural",,1305.20,2788.50,138,1302.40,4228.90,0.469289,0.00,1008.67,0.715556,-0.282051,-0.251505,-0.347929,-0.171296,0.107854,46.2695,0.00,0.00,0.00,0.00,0.00,0.00,0.97069,0.107854,0.00,1305.20,312.5,1.74415,92,0.00,10.9568,6.87915,0.00,11.0634,0.00,312.5,0.00
825,"Internal",13,35,75938,35,29.1000,38.4000,76,2,4181,9,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,44,2712.42,"Suburban",1,23722.70,84.5,6402.00,17325.90,23812.40,0.398305,2.03401,8072.46,25.7642,-0.264621,-0.216383,-0.253968,-0.926899,0.101267,1.31647,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.45573,0.00,23722.70,5073.50,0.0494241,4268.00,0.00,10.8,7.58374,0.00,10.8128,0.00,5073.50,0.00
826,"Internal",523,1174,43281,35,30.4000,16.8000,163,131,225,52,37,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,10,2730.51,"Suburban",1,4118.80,3399.50,912,3547.40,7858.90,0.595669,7.09584,9294.25,192.77,-0.221244,0.0177888,-0.237716,1.17398,0.129222,67.5833,0.00,0.00,0.00,0.00,0.00,0.00,4.78123,1.29222,0.00,4118.80,892.6,2.57201,608,0.00,10.9433,7.64683,0.00,10.9341,0.00,892.6,0.00
827,"Internal",187,475,43281,35,30.4000,16.8000,6,11,12,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,129.139,"Rural",,492.2,1215.50,45,475.8,1736.30,0.434163,0.00,422.271,1.45921,-0.282051,-0.250463,-0.355729,-0.545202,0.103238,19.3055,0.00,0.00,0.00,0.00,0.00,0.00,0.103238,0.00,0.00,492.2,120.5,0.725535,30,0.00,10.8208,6.86765,0.00,10.9584,0.00,120.5,0.00
874,"Internal",555,1474,44148,36,29.2000,14.3000,189,233,133,212,292,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,15,1135.03,"Suburban",1,9712.90,3607.50,1588.50,8730.20,13926.20,0.526894,4.27619,4580.85,62.1692,-0.245407,-0.165337,-0.300413,0.441887,0.117264,65.0814,0.00,0.00,0.00,0.00,0.00,0.00,34.241,1.75896,0.00,9712.90,2099.70,2.69204,1059.00,0.00,10.0257,7.4074,0.00,9.76771,0.00,2099.70,0.00
875,"Internal",114,302,44148,36,29.2000,14.3000,2,0,0,39,147,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,2,195.286,"Rural",,3189.90,741,282,2907.90,3930.90,0.412082,0.897319,1175.76,0.598213,-0.274361,-0.25167,-0.345707,-0.780239,0.100854,11.4974,0.00,0.00,0.00,0.00,0.00,0.00,14.8256,0.201709,0.00,3189.90,707.5,0.539325,188,0.00,10.042,6.94245,0.00,9.84753,0.00,707.5,0.00
876,"Internal",579,1539,41780,40,27.3000,14.3000,201,8,9,44,36,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,4,150.048,"Rural",,2697.10,3763.50,447,2270.90,6481.40,0.535315,0.214844,464.163,14.3945,-0.28021,-0.232325,-0.355172,0.531532,0.116527,67.4693,0.00,0.00,0.00,0.00,0.00,0.00,4.19499,0.466109,0.00,2697.10,605.2,2.56347,298,0.00,10.1594,6.36082,0.00,10.0532,0.00,605.2,0.00
877,"Internal",411,1092,40712,37,15.4000,17.1000,45,5,4,26,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,142.494,"Rural",,1304.60,2671.50,136.5,1181.10,3989.10,0.462667,0.677548,450.468,5.08161,-0.276245,-0.245383,-0.355354,-0.241787,0.106927,43.9471,0.00,0.00,0.00,0.00,0.00,0.00,1.1762,0.106927,0.00,1304.60,311.6,1.65845,91,0.00,9.9081,5.7461,0.00,10.1291,0.00,311.6,0.00
878,"Internal",212,562,26875,37,29.4000,26.9000,24,15,0,57,39,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,2,186.312,"Rural",,1568.30,1378.00,202.5,1404.80,2985.30,0.56089,0.686675,683.31,5.4934,-0.276166,-0.244806,-0.352257,0.803768,0.120245,25.4918,0.00,0.00,0.00,0.00,0.00,0.00,4.68954,0.240489,0.00,1568.30,353.8,0.9911,135,0.00,10.1692,6.69914,0.00,10.2195,0.00,353.8,0.00
879,"Internal",401,1065,46113,36,31.4000,20.0000,42,7,2,27,74,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,2,187.342,"Rural",,2455.10,2606.50,228,2245.30,5079.80,0.539334,2.917,705.608,5.834,-0.257054,-0.244328,-0.351961,0.574308,0.117549,47.137,0.00,0.00,0.00,0.00,0.00,0.00,8.6986,0.235097,0.00,2455.10,563.2,1.83284,152,0.00,10.1157,6.61808,0.00,9.95509,0.00,563.2,0.00
880,"Internal",719,1909,45446,47,28.9000,15.2000,39,5,0,47,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,234.781,"Rural",,1836.10,4673.50,142.5,1706.60,6522.60,0.41768,1.0128,734.013,4.38882,-0.273372,-0.246355,-0.351583,-0.720652,0.101426,72.9255,0.00,0.00,0.00,0.00,0.00,0.00,0.405705,0.101426,0.00,1836.10,454.3,2.74079,95,0.00,10.112,6.3275,0.00,10.0053,0.00,454.3,0.00
881,"Internal",777,2065,56289,47,28.9000,13.8000,27,26,0,47,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,485.392,"Rural",,2104.20,5050.50,166.5,2005.30,7222.30,0.433367,3.84523,1542.86,5.76785,-0.2491,-0.244421,-0.340824,-0.553674,0.103957,80.7747,0.00,0.00,0.00,0.00,0.00,0.00,1.14353,0.103957,0.00,2104.20,516.5,3.04083,111,0.00,10.4305,6.79584,0.00,10.1859,0.00,516.5,0.00
882,"Internal",396,1053,63906,32,16.4000,14.6000,87,88,26,41,20,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,4,104.312,"Rural",,2026.60,2574.00,393,1862.40,4829.40,0.560588,0.00,326.693,5.88526,-0.282051,-0.244256,-0.357001,0.800548,0.119984,47.5137,0.00,0.00,0.00,0.00,0.00,0.00,2.39968,0.479936,0.00,2026.60,447.9,1.80123,262,0.00,10.4647,6.80982,0.00,10.1233,0.00,447.9,0.00
883,"Internal",330,878,33500,32,20.5000,3.2,106,5,2,14,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,2,76.826,"Rural",,1124.40,2145.00,196.5,940.9,3282.40,0.487205,0.00,224.651,7.25477,-0.282051,-0.242336,-0.358358,0.0194146,0.109949,36.283,0.00,0.00,0.00,0.00,0.00,0.00,0.439794,0.219897,0.00,1124.40,256.1,1.36537,131,0.00,10.2995,6.37202,0.00,10.0726,0.00,256.1,0.00
884,"Internal",393,1044,49375,47,16.8000,14.9000,42,43,11,18,21,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,2,318.51,"Rural",,1556.80,2554.50,202.5,1466.10,4223.10,0.51129,4.42383,1037.90,10.3223,-0.244141,-0.238035,-0.34754,0.275796,0.11402,44.8098,0.00,0.00,0.00,0.00,0.00,0.00,2.39442,0.22804,0.00,1556.80,359.9,1.69968,135,0.00,10.2566,6.54206,0.00,10.0843,0.00,359.9,0.00
885,"Internal",50,133,48333,38,6.6,26.0000,25,9,19,6,116,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,154.921,"Rural",,2506.20,325,262.5,2267.10,2854.60,0.347841,4.04463,962.151,8.42632,-0.247391,-0.240693,-0.348548,-1.46407,0.0936226,4.68113,0.00,0.00,0.00,0.00,0.00,0.00,10.8602,0.0936226,0.00,2506.20,547.6,0.254621,175,0.00,10.7203,7.28437,0.00,10.2937,0.00,547.6,0.00
886,"Internal",187,481,16492,36,34.5000,13.2000,43,77,9,12,0,45,0,0,0,0,0,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,3,118.025,"Rural",,1747.90,1215.50,1126.50,821.6,3163.60,0.658139,3.17197,501.741,6.81973,-0.254869,-0.242946,-0.354672,1.83895,0.135068,25.2576,82.3913,0.00,0.00,0.00,0.00,0.00,0.00,0.405203,0.00,1747.90,178.7,1.37116,141,0.00,10.0595,7.24433,0.00,9.81375,0.00,178.7,0.00
887,"Internal",6,15,44148,36,29.2000,14.3000,8,0,50,0,130,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,442.991,"Rural",,2746.40,39,282,2464.40,2785.40,0.20676,0.00,3372.25,9.6855,-0.282051,-0.238928,-0.316489,-2.96582,0.0788979,0.473387,0.00,0.00,0.00,0.00,0.00,0.00,10.2567,0.0788979,0.00,2746.40,600,0.092267,188,0.00,10.0475,6.91465,0.00,9.84721,0.00,600,0.00
888,"Internal",192,508,40144,36,27.1000,15.9000,288,101,26,0,6,33,0,0,0,0,0,0,0,0,0,0,0,0,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,8,345.925,"Rural",,2956.60,1248.00,1798.50,1420.70,4467.20,0.658722,4.01059,1194.41,77.0034,-0.247683,-0.144536,-0.345459,1.84516,0.135547,26.025,105.456,0.00,0.00,0.00,0.00,0.00,0.813282,1.08438,0.00,2956.60,346.3,1.52427,421,0.00,10.0424,6.45591,0.00,9.92056,0.00,346.3,0.00
889,"Internal",57,171,40144,36,27.1000,15.9000,0,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,139.402,"Rural",,125.1,370.5,4.5,120.6,495.6,0.381829,0.00,391.211,0.00,-0.282051,-0.252509,-0.356143,-1.10228,0.0969131,5.52404,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125.1,32.1,0.207389,3,0.00,10.1628,6.42143,0.00,10.0425,0.00,32.1,0.00
890,"Internal",197,463,40144,36,27.1000,15.9000,27,79,13,3,21,5,0,0,0,0,0,0,0,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,3,1883.41,"Suburban",1,2032.60,1280.50,1072.50,1165.50,3518.50,0.664913,18.0624,9078.93,69.6692,-0.127267,-0.15482,-0.24058,1.91105,0.14179,27.9326,81.1039,0.00,0.00,0.00,0.00,0.00,2.97759,0.42537,0.00,2032.60,256.8,1.48661,143,0.00,10.1846,6.56574,0.00,10.0133,0.00,256.8,0.00
891,"Internal",314,815,59265,36,16.2000,23.1000,3,7,9,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,88.2906,"Rural",,733.1,2041.00,33,718.3,2792.30,0.399415,3.71288,287.986,0.309407,-0.250234,-0.252075,-0.357516,-0.91508,0.0994272,31.2201,0.00,0.00,0.00,0.00,0.00,0.00,0.298282,0.00,0.00,733.1,185.1,1.17426,22,0.00,9.7533,5.73418,0.00,9.91001,0.00,185.1,0.00
892,"Internal",77,200,59265,36,16.2000,23.1000,0,2,2,0,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,65.7509,"Rural",,294.4,500.5,16.5,283.1,800.1,0.48307,0.894443,238.548,0.00,-0.274386,-0.252509,-0.358173,-0.0246043,0.109532,8.43399,0.00,0.00,0.00,0.00,0.00,0.00,0.766726,0.00,0.00,294.4,70.6,0.322206,11,0.00,9.59924,5.44073,0.00,9.87782,0.00,70.6,0.00
893,"Internal",182,470,59265,36,16.2000,23.1000,2,12,1,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,90.5367,"Rural",,468.2,1183.00,28.5,470.9,1682.40,0.426933,5.01525,301.345,0.358232,-0.239073,-0.252006,-0.357338,-0.622157,0.10295,18.7369,0.00,0.00,0.00,0.00,0.00,0.00,0.411799,0.00,0.00,468.2,115.6,0.706429,19,0.00,10.0126,6.07505,0.00,10.0363,0.00,115.6,0.00
894,"Internal",341,847,51429,43,34.1000,12.3000,3,15,7,0,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,108.505,"Rural",,928.1,2216.50,52.5,914.6,3183.60,0.432467,0.00,378.632,0.356796,-0.282051,-0.252008,-0.35631,-0.563252,0.103015,35.1281,0.00,0.00,0.00,0.00,0.00,0.00,1.03015,0.00,0.00,928.1,228.9,1.3263,35,0.00,9.73528,5.56341,0.00,10.0408,0.00,228.9,0.00
895,"Internal",527,1436,53134,43,30.6000,10,26,20,22,0,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,182.825,"Rural",,1580.40,3425.50,127.5,1504.90,5057.90,0.45216,1.03184,579.881,2.98086,-0.273209,-0.248329,-0.353633,-0.353625,0.105674,55.6903,0.00,0.00,0.00,0.00,0.00,0.00,1.79646,0.105674,0.00,1580.40,382.6,2.10383,85,0.00,9.88126,5.88276,0.00,10.0702,0.00,382.6,0.00
896,"Internal",94,230,53134,43,30.6000,10,0,6,0,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,115.32,"Rural",,224.6,611,16.5,223.7,851.2,0.415306,0.00,391.807,0.00,-0.282051,-0.252509,-0.356135,-0.745924,0.100912,9.48577,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,224.6,56,0.356124,11,0.00,10.0081,5.95308,0.00,10.2063,0.00,56,0.00
897,"Internal",19,48,53134,43,30.6000,10,60,2,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,135.626,"Rural",,222.1,123.5,93,134.3,350.8,0.659211,3.31357,290.6,49.7036,-0.253656,-0.182816,-0.357481,1.85036,0.135182,2.56845,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.135182,0.00,222.1,40.5,0.0964275,62,0.00,10.105,5.98447,0.00,10.2899,0.00,40.5,0.00
898,"Internal",340,893,36875,39,32.6000,15.3000,32,17,12,2,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,120.156,"Rural",,983.6,2210.00,103.5,924.3,3237.80,0.451593,2.23429,380.746,3.76301,-0.262904,-0.247232,-0.356282,-0.359664,0.105701,35.9384,0.00,0.00,0.00,0.00,0.00,0.00,0.634208,0.105701,0.00,983.6,235.9,1.35384,69,0.00,10.1253,6.04673,0.00,10.2702,0.00,235.9,0.00
899,"Internal",261,724,36875,39,32.6000,15.3000,22,14,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,145.703,"Rural",,660,1696.50,58.5,637.9,2392.90,0.425695,2.92578,437.569,4.02295,-0.256979,-0.246868,-0.355526,-0.635333,0.102569,26.7705,0.00,0.00,0.00,0.00,0.00,0.00,0.307706,0.00,0.00,660,160.8,1.00728,39,0.00,10.0099,5.98081,0.00,10.137,0.00,160.8,0.00
900,"Internal",62,164,53134,43,30.6000,10,20,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,121.315,"Rural",,180.8,403,31.5,151.9,586.4,0.457709,4.17925,350.102,11.9407,-0.246237,-0.235766,-0.356689,-0.29456,0.106726,6.61704,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.8,41.5,0.248424,21,0.00,9.89744,5.98638,0.00,10.0382,0.00,41.5,0.00
901,"Internal",1300,3524,92375,48,24.8000,13.5000,7,32,85,9,166,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,4,1161.74,"Suburban",1,6217.60,8450.00,448.5,5852.30,14750.80,0.513512,0.853786,4198.01,1.99217,-0.274734,-0.249715,-0.305505,0.299441,0.114815,149.26,0.00,0.00,0.00,0.00,0.00,0.00,19.0593,0.459261,0.00,6217.60,1462.90,5.74209,299,0.00,10.5553,6.83725,0.00,10.5767,0.00,1462.90,0.00
902,"Internal",705,2115,92375,48,24.8000,13.5000,37,17,61,0,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,477.07,"Rural",,1955.30,4582.50,181.5,1818.00,6582.00,0.438231,1.22282,1341.43,7.54069,-0.271572,-0.241935,-0.343503,-0.501899,0.104168,73.4383,0.00,0.00,0.00,0.00,0.00,0.00,0.625006,0.104168,0.00,1955.30,477.3,2.76163,121,0.00,10.8053,6.86515,0.00,10.8192,0.00,477.3,0.00
903,"Internal",1009,2796,92375,48,24.8000,13.5000,21,52,37,18,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,431.304,"Rural",,2481.50,6558.50,195,2421.70,9175.20,0.418935,0.425819,1302.33,2.98074,-0.278402,-0.248329,-0.344023,-0.7073,0.101667,102.582,0.00,0.00,0.00,0.00,0.00,0.00,0.203333,0.101667,0.00,2481.50,615.2,3.8527,130,0.00,10.4013,6.35031,0.00,10.4837,0.00,615.2,0.00
904,"Internal",622,1777,92375,48,24.8000,13.5000,0,69,10,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,1583.86,"Suburban",1,2352.90,4043.00,975,1557.30,6575.30,0.543845,0.00,5395.88,0.00,-0.282051,-0.252509,-0.289571,0.62233,0.119279,74.1918,67.7507,0.00,0.00,0.00,0.00,0.00,0.357838,0.119279,0.00,2352.90,369.8,3.13575,82,0.00,10.7248,7.13837,0.00,10.6946,0.00,369.8,0.00
905,"Internal",309,944,92375,48,24.8000,13.5000,29,40,144,37,61,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,5,1665.66,"Suburban",1,2948.40,2008.50,466.5,2585.90,5060.90,0.572924,3.27782,5529.58,31.6856,-0.253962,-0.20808,-0.287793,0.931863,0.123973,38.3076,0.00,0.00,0.00,0.00,0.00,0.00,7.56235,0.619865,0.00,2948.40,656.3,1.49311,311,0.00,10.6448,6.99371,0.023335,10.6342,0.00,656.3,0.00
906,"Internal",127,362,36875,39,32.6000,15.3000,10,2,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,126.016,"Rural",,282.9,825.5,19.5,268.6,1113.60,0.392006,0.00,363.305,3.26244,-0.282051,-0.247934,-0.356514,-0.993946,0.098106,12.4595,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,282.9,70.7,0.467765,13,0.00,10.2808,6.15662,0.00,10.398,0.00,70.7,0.00
907,"Internal",303,841,70134,48,33.7000,9.1,25,24,16,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,266.217,"Rural",,1036.70,1969.50,115.5,983.6,3068.60,0.483902,3.51453,829.59,6.7587,-0.251934,-0.243032,-0.350311,-0.0157479,0.110176,33.3833,0.00,0.00,0.00,0.00,0.00,0.00,1.32211,0.110176,0.00,1036.70,244.4,1.26291,77,0.00,10.8143,6.92545,0.00,10.8173,0.00,244.4,0.00
908,"Internal",188,564,70134,48,33.7000,9.1,1,12,0,0,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,274.803,"Rural",,695.4,1222.00,43.5,683.1,1948.60,0.483334,0.00,866.295,0.444573,-0.282051,-0.251885,-0.349823,-0.0217891,0.109636,20.6116,0.00,0.00,0.00,0.00,0.00,0.00,1.75418,0.00,0.00,695.4,166.1,0.786562,29,0.00,10.8226,6.72077,0.00,10.8612,0.00,166.1,0.00
909,"Internal",115,323,70134,48,33.7000,9.1,43,9,17,0,4,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,178.224,"Rural",,544.5,747.5,109.5,458.4,1315.40,0.548698,3.49267,510.473,16.6872,-0.252121,-0.22911,-0.354556,0.673989,0.118877,13.6709,0.00,0.00,0.00,0.00,0.00,0.00,0.475508,0.118877,0.00,544.5,120.3,0.516699,73,0.00,10.8755,6.7273,0.00,10.9159,0.00,120.3,0.00
910,"Internal",954,2807,70134,48,33.7000,9.1,19,274,93,54,39,20,0,0,0,0,0,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,9,1259.16,"Suburban",1,7304.10,6201.00,3778.50,4238.00,14217.50,0.650287,2.0413,4837.03,6.46412,-0.264558,-0.243445,-0.297005,1.75536,0.135229,129.008,275.867,0.00,0.00,0.00,0.00,0.00,5.27393,1.21706,0.00,7304.10,959.8,6.29769,479,0.00,10.9032,6.91358,0.00,10.8891,0.00,959.8,0.00
911,"Internal",89,239,70134,48,33.7000,9.1,2,9,31,5,72,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,126.034,"Rural",,1750.10,578.5,178.5,1595.00,2352.00,0.473861,0.00,642.861,0.54665,-0.282051,-0.251742,-0.352795,-0.122626,0.108336,9.64188,0.00,0.00,0.00,0.00,0.00,0.00,7.80017,0.108336,0.00,1750.10,388.4,0.418638,119,0.00,10.8401,6.82337,0.00,10.8524,0.00,388.4,0.00
912,"Internal",577,1542,65222,39,32.5000,8.3,15,20,8,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,411.855,"Rural",,1246.10,3750.50,64.5,1233.60,5048.60,0.388263,0.761632,1281.73,3.80816,-0.275524,-0.247169,-0.344297,-1.03379,0.098008,56.5506,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1246.10,315.6,2.12308,43,0.00,10.3863,6.31716,0.00,10.4925,0.00,315.6,0.00
913,"Internal",177,482,65222,39,32.5000,8.3,13,78,1,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,2,324.025,"Rural",,1453.40,1150.50,976.5,679.7,2806.70,0.652279,0.00,1391.18,6.44365,-0.282051,-0.243474,-0.342841,1.77657,0.133963,23.7115,74.8854,0.00,0.00,0.00,0.00,0.00,0.00,0.267926,0.00,1453.40,135.2,1.27459,92,0.00,10.5725,6.51032,0.00,10.6648,0.00,135.2,0.00
